-------------------------------------------------------------------------------
Unless stated otherwise, all data in the OATH Dataset is licensed under a
inuv 28/Feb/2009 10:58:42.0,images/scaled_cropped/05121.png
inuv 28/Feb/2009 10:58:54.0,images/scaled_cropped/05122.png
inuv 28/Feb/2009 10:59:27.0,images/scaled_cropped/05123.png
fykn 28/Feb/2008 07:00:06.0,images/scaled_cropped/05124.png
fykn 28/Feb/2008 07:01:00.0,images/scaled_cropped/05125.png
fykn 28/Feb/2008 07:01:12.0,images/scaled_cropped/05126.png
fykn 28/Feb/2008 07:05:57.0,images/scaled_cropped/05127.png
fykn 28/Feb/2008 07:06:30.0,images/scaled_cropped/05128.png
fykn 28/Feb/2008 07:09:06.0,images/scaled_cropped/05129.png
fykn 28/Feb/2008 07:09:15.0,images/scaled_cropped/05130.png
fykn 28/Feb/2008 07:11:54.0,images/scaled_cropped/05131.png
fykn 28/Feb/2008 07:12:03.0,images/scaled_cropped/05132.png
fykn 28/Feb/2008 07:12:09.0,images/scaled_cropped/05133.png
fykn 28/Feb/2008 07:12:21.0,images/scaled_cropped/05134.png
fykn 28/Feb/2008 07:12:27.0,images/scaled_cropped/05135.png
fykn 28/Feb/2008 07:13:33.0,images/scaled_cropped/05136.png
fykn 28/Feb/2008 07:13:45.0,images/scaled_cropped/05137.png
fykn 28/Feb/2008 07:14:18.0,images/scaled_cropped/05138.png
fykn 28/Feb/2008 07:14:33.0,images/scaled_cropped/05139.png
fykn 28/Feb/2008 07:15:12.0,images/scaled_cropped/05140.png
fykn 28/Feb/2008 07:15:51.0,images/scaled_cropped/05141.png
fykn 28/Feb/2008 07:16:30.0,images/scaled_cropped/05142.png
fykn 28/Feb/2008 07:18:24.0,images/scaled_cropped/05143.png
fykn 28/Feb/2008 07:19:18.0,images/scaled_cropped/05144.png
fykn 28/Feb/2008 07:19:42.0,images/scaled_cropped/05145.png
fykn 28/Feb/2008 07:21:30.0,images/scaled_cropped/05146.png
fykn 28/Feb/2008 07:22:57.0,images/scaled_cropped/05147.png
fykn 28/Feb/2008 07:23:00.0,images/scaled_cropped/05148.png
fykn 28/Feb/2008 07:23:48.0,images/scaled_cropped/05149.png
fykn 28/Feb/2008 07:24:45.0,images/scaled_cropped/05150.png
fykn 28/Feb/2008 07:24:48.0,images/scaled_cropped/05151.png
fykn 28/Feb/2008 07:24:51.0,images/scaled_cropped/05152.png
fykn 28/Feb/2008 07:25:30.0,images/scaled_cropped/05153.png
fykn 28/Feb/2008 07:26:00.0,images/scaled_cropped/05154.png
fykn 28/Feb/2008 07:26:45.0,images/scaled_cropped/05155.png
fykn 28/Feb/2008 07:28:39.0,images/scaled_cropped/05156.png
fykn 28/Feb/2008 07:28:51.0,images/scaled_cropped/05157.png
fykn 28/Feb/2008 07:28:54.0,images/scaled_cropped/05158.png
fykn 28/Feb/2008 07:29:24.0,images/scaled_cropped/05159.png
fykn 28/Feb/2008 07:29:33.0,images/scaled_cropped/05160.png
fykn 28/Feb/2008 07:29:51.0,images/scaled_cropped/05161.png
fykn 28/Feb/2008 07:30:09.0,images/scaled_cropped/05162.png
fykn 28/Feb/2008 07:30:42.0,images/scaled_cropped/05163.png
fykn 28/Feb/2008 07:32:42.0,images/scaled_cropped/05164.png
fykn 28/Feb/2008 07:33:30.0,images/scaled_cropped/05165.png
fykn 28/Feb/2008 07:36:06.0,images/scaled_cropped/05166.png
fykn 28/Feb/2008 07:36:18.0,images/scaled_cropped/05167.png
fykn 28/Feb/2008 07:38:36.0,images/scaled_cropped/05168.png
fykn 28/Feb/2008 07:39:00.0,images/scaled_cropped/05169.png
fykn 28/Feb/2008 07:39:51.0,images/scaled_cropped/05170.png
fykn 28/Feb/2008 07:39:57.0,images/scaled_cropped/05171.png
fykn 28/Feb/2008 07:40:09.0,images/scaled_cropped/05172.png
fykn 28/Feb/2008 07:40:27.0,images/scaled_cropped/05173.png
fykn 28/Feb/2008 07:40:42.0,images/scaled_cropped/05174.png
fykn 28/Feb/2008 07:41:39.0,images/scaled_cropped/05175.png
fykn 28/Feb/2008 07:44:45.0,images/scaled_cropped/05176.png
fykn 28/Feb/2008 07:45:06.0,images/scaled_cropped/05177.png
fykn 28/Feb/2008 07:45:42.0,images/scaled_cropped/05178.png
fykn 28/Feb/2008 07:46:24.0,images/scaled_cropped/05179.png
fykn 28/Feb/2008 07:46:36.0,images/scaled_cropped/05180.png
fykn 28/Feb/2008 07:48:48.0,images/scaled_cropped/05181.png
fykn 28/Feb/2008 07:50:54.0,images/scaled_cropped/05182.png
fykn 28/Feb/2008 07:51:15.0,images/scaled_cropped/05183.png
fykn 28/Feb/2008 07:52:03.0,images/scaled_cropped/05184.png
fykn 28/Feb/2008 07:53:03.0,images/scaled_cropped/05185.png
fykn 28/Feb/2008 07:53:15.0,images/scaled_cropped/05186.png
fykn 28/Feb/2008 07:54:57.0,images/scaled_cropped/05187.png
fykn 28/Feb/2008 07:56:24.0,images/scaled_cropped/05188.png
fykn 28/Feb/2008 07:56:36.0,images/scaled_cropped/05189.png
fykn 28/Feb/2008 07:56:39.0,images/scaled_cropped/05190.png
fykn 28/Feb/2008 07:56:57.0,images/scaled_cropped/05191.png
fykn 28/Feb/2008 07:57:30.0,images/scaled_cropped/05192.png
fykn 28/Feb/2008 07:58:06.0,images/scaled_cropped/05193.png
fykn 28/Feb/2008 07:59:51.0,images/scaled_cropped/05194.png
fykn 28/Feb/2008 08:00:42.0,images/scaled_cropped/05195.png
fykn 28/Feb/2008 08:00:57.0,images/scaled_cropped/05196.png
fykn 28/Feb/2008 08:01:09.0,images/scaled_cropped/05197.png
fykn 28/Feb/2008 08:01:12.0,images/scaled_cropped/05198.png
fykn 28/Feb/2008 08:01:33.0,images/scaled_cropped/05199.png
fykn 28/Feb/2008 08:01:48.0,images/scaled_cropped/05200.png
fykn 28/Feb/2008 08:04:15.0,images/scaled_cropped/05201.png
fykn 28/Feb/2008 08:05:18.0,images/scaled_cropped/05202.png
fykn 28/Feb/2008 08:07:54.0,images/scaled_cropped/05203.png
fykn 28/Feb/2008 08:08:09.0,images/scaled_cropped/05204.png
fykn 28/Feb/2008 08:09:51.0,images/scaled_cropped/05205.png
fykn 28/Feb/2008 08:10:03.0,images/scaled_cropped/05206.png
fykn 28/Feb/2008 08:10:33.0,images/scaled_cropped/05207.png
fykn 28/Feb/2008 08:11:15.0,images/scaled_cropped/05208.png
fykn 28/Feb/2008 08:12:09.0,images/scaled_cropped/05209.png
fykn 28/Feb/2008 08:12:48.0,images/scaled_cropped/05210.png
fykn 28/Feb/2008 08:13:06.0,images/scaled_cropped/05211.png
fykn 28/Feb/2008 08:13:18.0,images/scaled_cropped/05212.png
fykn 28/Feb/2008 08:13:36.0,images/scaled_cropped/05213.png
fykn 28/Feb/2008 08:15:57.0,images/scaled_cropped/05214.png
fykn 28/Feb/2008 08:17:15.0,images/scaled_cropped/05215.png
fykn 28/Feb/2008 08:17:18.0,images/scaled_cropped/05216.png
fykn 28/Feb/2008 08:18:54.0,images/scaled_cropped/05217.png
fykn 28/Feb/2008 08:19:09.0,images/scaled_cropped/05218.png
fykn 28/Feb/2008 08:19:18.0,images/scaled_cropped/05219.png
fykn 28/Feb/2008 08:20:00.0,images/scaled_cropped/05220.png
fykn 28/Feb/2008 08:20:48.0,images/scaled_cropped/05221.png
fykn 28/Feb/2008 08:21:30.0,images/scaled_cropped/05222.png
fykn 28/Feb/2008 08:22:03.0,images/scaled_cropped/05223.png
fykn 28/Feb/2008 08:23:03.0,images/scaled_cropped/05224.png
fykn 28/Feb/2008 08:24:00.0,images/scaled_cropped/05225.png
fykn 28/Feb/2008 08:26:12.0,images/scaled_cropped/05226.png
fykn 28/Feb/2008 08:26:15.0,images/scaled_cropped/05227.png
fykn 28/Feb/2008 08:27:36.0,images/scaled_cropped/05228.png
fykn 28/Feb/2008 08:27:39.0,images/scaled_cropped/05229.png
fykn 28/Feb/2008 08:28:54.0,images/scaled_cropped/05230.png
fykn 28/Feb/2008 08:29:15.0,images/scaled_cropped/05231.png
fykn 28/Feb/2008 08:29:30.0,images/scaled_cropped/05232.png
fykn 28/Feb/2008 08:30:33.0,images/scaled_cropped/05233.png
fykn 28/Feb/2008 08:32:36.0,images/scaled_cropped/05234.png
fykn 28/Feb/2008 08:32:39.0,images/scaled_cropped/05235.png
fykn 28/Feb/2008 08:32:45.0,images/scaled_cropped/05236.png
fykn 28/Feb/2008 08:35:57.0,images/scaled_cropped/05237.png
fykn 28/Feb/2008 08:36:33.0,images/scaled_cropped/05238.png
fykn 28/Feb/2008 08:36:45.0,images/scaled_cropped/05239.png
fykn 28/Feb/2008 08:36:48.0,images/scaled_cropped/05240.png
fykn 28/Feb/2008 08:37:06.0,images/scaled_cropped/05241.png
fykn 28/Feb/2008 08:38:09.0,images/scaled_cropped/05242.png
fykn 28/Feb/2008 08:38:45.0,images/scaled_cropped/05243.png
fykn 28/Feb/2008 08:38:57.0,images/scaled_cropped/05244.png
fykn 28/Feb/2008 08:39:12.0,images/scaled_cropped/05245.png
fykn 28/Feb/2008 08:39:18.0,images/scaled_cropped/05246.png
fykn 28/Feb/2008 08:40:15.0,images/scaled_cropped/05247.png
fykn 28/Feb/2008 08:41:24.0,images/scaled_cropped/05248.png
fykn 28/Feb/2008 08:42:03.0,images/scaled_cropped/05249.png
fykn 28/Feb/2008 08:43:00.0,images/scaled_cropped/05250.png
fykn 28/Feb/2008 08:43:24.0,images/scaled_cropped/05251.png
fykn 28/Feb/2008 08:43:48.0,images/scaled_cropped/05252.png
fykn 28/Feb/2008 08:43:51.0,images/scaled_cropped/05253.png
fykn 28/Feb/2008 08:47:00.0,images/scaled_cropped/05254.png
fykn 28/Feb/2008 08:47:12.0,images/scaled_cropped/05255.png
fykn 28/Feb/2008 08:47:18.0,images/scaled_cropped/05256.png
fykn 28/Feb/2008 08:48:12.0,images/scaled_cropped/05257.png
fykn 28/Feb/2008 08:49:12.0,images/scaled_cropped/05258.png
fykn 28/Feb/2008 08:50:00.0,images/scaled_cropped/05259.png
fykn 28/Feb/2008 08:50:12.0,images/scaled_cropped/05260.png
fykn 28/Feb/2008 08:50:42.0,images/scaled_cropped/05261.png
fykn 28/Feb/2008 08:50:54.0,images/scaled_cropped/05262.png
fykn 28/Feb/2008 08:51:09.0,images/scaled_cropped/05263.png
fykn 28/Feb/2008 08:51:24.0,images/scaled_cropped/05264.png
fykn 28/Feb/2008 08:51:54.0,images/scaled_cropped/05265.png
fykn 28/Feb/2008 08:52:06.0,images/scaled_cropped/05266.png
fykn 28/Feb/2008 08:52:21.0,images/scaled_cropped/05267.png
fykn 28/Feb/2008 08:54:24.0,images/scaled_cropped/05268.png
fykn 28/Feb/2008 08:56:48.0,images/scaled_cropped/05269.png
fykn 28/Feb/2008 08:57:42.0,images/scaled_cropped/05270.png
fykn 28/Feb/2008 08:57:45.0,images/scaled_cropped/05271.png
fykn 28/Feb/2008 08:57:57.0,images/scaled_cropped/05272.png
fykn 28/Feb/2008 08:58:12.0,images/scaled_cropped/05273.png
fykn 28/Feb/2008 08:58:42.0,images/scaled_cropped/05274.png
fykn 28/Feb/2008 08:59:09.0,images/scaled_cropped/05275.png
gill 28/Feb/2008 01:04:21.0,images/scaled_cropped/05276.png
gill 28/Feb/2008 01:05:15.0,images/scaled_cropped/05277.png
gill 28/Feb/2008 01:05:27.0,images/scaled_cropped/05278.png
gill 28/Feb/2008 01:10:12.0,images/scaled_cropped/05279.png
gill 28/Feb/2008 01:10:45.0,images/scaled_cropped/05280.png
gill 28/Feb/2008 01:13:21.0,images/scaled_cropped/05281.png
gill 28/Feb/2008 01:13:30.0,images/scaled_cropped/05282.png
gill 28/Feb/2008 01:16:09.0,images/scaled_cropped/05283.png
gill 28/Feb/2008 01:16:18.0,images/scaled_cropped/05284.png
gill 28/Feb/2008 01:16:24.0,images/scaled_cropped/05285.png
gill 28/Feb/2008 01:16:36.0,images/scaled_cropped/05286.png
gill 28/Feb/2008 01:16:42.0,images/scaled_cropped/05287.png
gill 28/Feb/2008 01:17:48.0,images/scaled_cropped/05288.png
gill 28/Feb/2008 01:18:00.0,images/scaled_cropped/05289.png
gill 28/Feb/2008 01:18:33.0,images/scaled_cropped/05290.png
gill 28/Feb/2008 01:18:48.0,images/scaled_cropped/05291.png
gill 28/Feb/2008 01:19:27.0,images/scaled_cropped/05292.png
gill 28/Feb/2008 01:20:06.0,images/scaled_cropped/05293.png
gill 28/Feb/2008 01:20:45.0,images/scaled_cropped/05294.png
gill 28/Feb/2008 01:22:39.0,images/scaled_cropped/05295.png
gill 28/Feb/2008 01:23:33.0,images/scaled_cropped/05296.png
gill 28/Feb/2008 01:23:57.0,images/scaled_cropped/05297.png
gill 28/Feb/2008 01:25:45.0,images/scaled_cropped/05298.png
gill 28/Feb/2008 01:27:12.0,images/scaled_cropped/05299.png
gill 28/Feb/2008 01:27:15.0,images/scaled_cropped/05300.png
gill 28/Feb/2008 01:28:03.0,images/scaled_cropped/05301.png
gill 28/Feb/2008 01:29:00.0,images/scaled_cropped/05302.png
gill 28/Feb/2008 01:29:03.0,images/scaled_cropped/05303.png
gill 28/Feb/2008 01:29:06.0,images/scaled_cropped/05304.png
gill 28/Feb/2008 01:29:45.0,images/scaled_cropped/05305.png
gill 28/Feb/2008 01:30:15.0,images/scaled_cropped/05306.png
gill 28/Feb/2008 01:31:00.0,images/scaled_cropped/05307.png
gill 28/Feb/2008 01:32:54.0,images/scaled_cropped/05308.png
gill 28/Feb/2008 01:33:06.0,images/scaled_cropped/05309.png
gill 28/Feb/2008 01:33:09.0,images/scaled_cropped/05310.png
gill 28/Feb/2008 01:33:39.0,images/scaled_cropped/05311.png
gill 28/Feb/2008 01:33:48.0,images/scaled_cropped/05312.png
gill 28/Feb/2008 01:34:06.0,images/scaled_cropped/05313.png
gill 28/Feb/2008 01:34:24.0,images/scaled_cropped/05314.png
gill 28/Feb/2008 01:34:57.0,images/scaled_cropped/05315.png
gill 28/Feb/2008 01:36:57.0,images/scaled_cropped/05316.png
gill 28/Feb/2008 01:37:45.0,images/scaled_cropped/05317.png
gill 28/Feb/2008 01:40:21.0,images/scaled_cropped/05318.png
gill 28/Feb/2008 01:40:33.0,images/scaled_cropped/05319.png
gill 28/Feb/2008 01:42:51.0,images/scaled_cropped/05320.png
gill 28/Feb/2008 01:43:15.0,images/scaled_cropped/05321.png
gill 28/Feb/2008 01:44:06.0,images/scaled_cropped/05322.png
gill 28/Feb/2008 01:44:12.0,images/scaled_cropped/05323.png
gill 28/Feb/2008 01:44:24.0,images/scaled_cropped/05324.png
gill 28/Feb/2008 01:44:42.0,images/scaled_cropped/05325.png
gill 28/Feb/2008 01:44:57.0,images/scaled_cropped/05326.png
gill 28/Feb/2008 01:45:54.0,images/scaled_cropped/05327.png
gill 28/Feb/2008 01:49:00.0,images/scaled_cropped/05328.png
gill 28/Feb/2008 01:49:21.0,images/scaled_cropped/05329.png
gill 28/Feb/2008 01:49:57.0,images/scaled_cropped/05330.png
gill 28/Feb/2008 01:50:39.0,images/scaled_cropped/05331.png
gill 28/Feb/2008 01:50:51.0,images/scaled_cropped/05332.png
gill 28/Feb/2008 01:53:03.0,images/scaled_cropped/05333.png
gill 28/Feb/2008 01:55:09.0,images/scaled_cropped/05334.png
gill 28/Feb/2008 01:55:30.0,images/scaled_cropped/05335.png
gill 28/Feb/2008 01:56:18.0,images/scaled_cropped/05336.png
gill 28/Feb/2008 01:57:18.0,images/scaled_cropped/05337.png
gill 28/Feb/2008 01:57:30.0,images/scaled_cropped/05338.png
gill 28/Feb/2008 01:59:12.0,images/scaled_cropped/05339.png
gill 28/Feb/2008 02:00:39.0,images/scaled_cropped/05340.png
gill 28/Feb/2008 02:00:51.0,images/scaled_cropped/05341.png
gill 28/Feb/2008 02:00:54.0,images/scaled_cropped/05342.png
gill 28/Feb/2008 02:01:12.0,images/scaled_cropped/05343.png
gill 28/Feb/2008 02:01:45.0,images/scaled_cropped/05344.png
gill 28/Feb/2008 02:02:21.0,images/scaled_cropped/05345.png
gill 28/Feb/2008 02:04:06.0,images/scaled_cropped/05346.png
gill 28/Feb/2008 02:04:57.0,images/scaled_cropped/05347.png
gill 28/Feb/2008 02:05:12.0,images/scaled_cropped/05348.png
gill 28/Feb/2008 02:05:24.0,images/scaled_cropped/05349.png
gill 28/Feb/2008 02:05:27.0,images/scaled_cropped/05350.png
gill 28/Feb/2008 02:05:48.0,images/scaled_cropped/05351.png
gill 28/Feb/2008 02:06:03.0,images/scaled_cropped/05352.png
gill 28/Feb/2008 02:08:30.0,images/scaled_cropped/05353.png
gill 28/Feb/2008 02:09:33.0,images/scaled_cropped/05354.png
gill 28/Feb/2008 02:12:09.0,images/scaled_cropped/05355.png
gill 28/Feb/2008 02:12:24.0,images/scaled_cropped/05356.png
gill 28/Feb/2008 02:14:06.0,images/scaled_cropped/05357.png
gill 28/Feb/2008 02:14:18.0,images/scaled_cropped/05358.png
gill 28/Feb/2008 02:14:48.0,images/scaled_cropped/05359.png
gill 28/Feb/2008 02:15:30.0,images/scaled_cropped/05360.png
gill 28/Feb/2008 02:16:24.0,images/scaled_cropped/05361.png
gill 28/Feb/2008 02:17:03.0,images/scaled_cropped/05362.png
gill 28/Feb/2008 02:17:21.0,images/scaled_cropped/05363.png
gill 28/Feb/2008 02:17:33.0,images/scaled_cropped/05364.png
gill 28/Feb/2008 02:17:51.0,images/scaled_cropped/05365.png
gill 28/Feb/2008 02:20:12.0,images/scaled_cropped/05366.png
gill 28/Feb/2008 02:21:30.0,images/scaled_cropped/05367.png
gill 28/Feb/2008 02:21:33.0,images/scaled_cropped/05368.png
gill 28/Feb/2008 02:23:09.0,images/scaled_cropped/05369.png
gill 28/Feb/2008 02:23:24.0,images/scaled_cropped/05370.png
gill 28/Feb/2008 02:23:33.0,images/scaled_cropped/05371.png
gill 28/Feb/2008 02:24:15.0,images/scaled_cropped/05372.png
gill 28/Feb/2008 02:25:03.0,images/scaled_cropped/05373.png
gill 28/Feb/2008 02:25:45.0,images/scaled_cropped/05374.png
gill 28/Feb/2008 02:26:18.0,images/scaled_cropped/05375.png
gill 28/Feb/2008 02:27:18.0,images/scaled_cropped/05376.png
gill 28/Feb/2008 02:28:15.0,images/scaled_cropped/05377.png
gill 28/Feb/2008 02:30:27.0,images/scaled_cropped/05378.png
gill 28/Feb/2008 02:30:30.0,images/scaled_cropped/05379.png
gill 28/Feb/2008 02:31:51.0,images/scaled_cropped/05380.png
gill 28/Feb/2008 02:31:54.0,images/scaled_cropped/05381.png
gill 28/Feb/2008 02:33:09.0,images/scaled_cropped/05382.png
gill 28/Feb/2008 02:33:30.0,images/scaled_cropped/05383.png
gill 28/Feb/2008 02:33:45.0,images/scaled_cropped/05384.png
gill 28/Feb/2008 02:34:48.0,images/scaled_cropped/05385.png
gill 28/Feb/2008 02:36:51.0,images/scaled_cropped/05386.png
gill 28/Feb/2008 02:36:54.0,images/scaled_cropped/05387.png
gill 28/Feb/2008 02:37:00.0,images/scaled_cropped/05388.png
gill 28/Feb/2008 02:40:12.0,images/scaled_cropped/05389.png
gill 28/Feb/2008 02:40:48.0,images/scaled_cropped/05390.png
gill 28/Feb/2008 02:41:00.0,images/scaled_cropped/05391.png
gill 28/Feb/2008 02:41:03.0,images/scaled_cropped/05392.png
gill 28/Feb/2008 02:41:21.0,images/scaled_cropped/05393.png
gill 28/Feb/2008 02:42:24.0,images/scaled_cropped/05394.png
gill 28/Feb/2008 02:43:00.0,images/scaled_cropped/05395.png
gill 28/Feb/2008 02:43:12.0,images/scaled_cropped/05396.png
gill 28/Feb/2008 02:43:27.0,images/scaled_cropped/05397.png
gill 28/Feb/2008 02:43:33.0,images/scaled_cropped/05398.png
gill 28/Feb/2008 02:44:30.0,images/scaled_cropped/05399.png
gill 28/Feb/2008 02:45:39.0,images/scaled_cropped/05400.png
gill 28/Feb/2008 02:46:18.0,images/scaled_cropped/05401.png
gill 28/Feb/2008 02:47:15.0,images/scaled_cropped/05402.png
gill 28/Feb/2008 02:47:39.0,images/scaled_cropped/05403.png
gill 28/Feb/2008 02:48:03.0,images/scaled_cropped/05404.png
gill 28/Feb/2008 02:48:06.0,images/scaled_cropped/05405.png
gill 28/Feb/2008 02:51:15.0,images/scaled_cropped/05406.png
gill 28/Feb/2008 02:51:27.0,images/scaled_cropped/05407.png
gill 28/Feb/2008 02:51:33.0,images/scaled_cropped/05408.png
gill 28/Feb/2008 02:52:27.0,images/scaled_cropped/05409.png
gill 28/Feb/2008 02:53:27.0,images/scaled_cropped/05410.png
gill 28/Feb/2008 02:54:15.0,images/scaled_cropped/05411.png
gill 28/Feb/2008 02:54:27.0,images/scaled_cropped/05412.png
gill 28/Feb/2008 02:54:57.0,images/scaled_cropped/05413.png
gill 28/Feb/2008 02:55:09.0,images/scaled_cropped/05414.png
gill 28/Feb/2008 02:55:24.0,images/scaled_cropped/05415.png
gill 28/Feb/2008 02:55:39.0,images/scaled_cropped/05416.png
gill 28/Feb/2008 02:56:09.0,images/scaled_cropped/05417.png
gill 28/Feb/2008 02:56:21.0,images/scaled_cropped/05418.png
gill 28/Feb/2008 02:56:36.0,images/scaled_cropped/05419.png
gill 28/Feb/2008 02:58:39.0,images/scaled_cropped/05420.png
gill 28/Feb/2008 03:01:03.0,images/scaled_cropped/05421.png
gill 28/Feb/2008 03:01:57.0,images/scaled_cropped/05422.png
gill 28/Feb/2008 03:02:00.0,images/scaled_cropped/05423.png
gill 28/Feb/2008 03:02:12.0,images/scaled_cropped/05424.png
gill 28/Feb/2008 03:02:27.0,images/scaled_cropped/05425.png
gill 28/Feb/2008 03:02:57.0,images/scaled_cropped/05426.png
gill 28/Feb/2008 03:03:24.0,images/scaled_cropped/05427.png
gill 28/Feb/2008 03:05:24.0,images/scaled_cropped/05428.png
gill 28/Feb/2008 03:05:27.0,images/scaled_cropped/05429.png
gill 28/Feb/2008 03:06:33.0,images/scaled_cropped/05430.png
gill 28/Feb/2008 03:06:39.0,images/scaled_cropped/05431.png
gill 28/Feb/2008 03:08:18.0,images/scaled_cropped/05432.png
gill 28/Feb/2008 03:09:06.0,images/scaled_cropped/05433.png
gill 28/Feb/2008 03:10:48.0,images/scaled_cropped/05434.png
gill 28/Feb/2008 03:11:48.0,images/scaled_cropped/05435.png
gill 28/Feb/2008 03:12:24.0,images/scaled_cropped/05436.png
gill 28/Feb/2008 03:15:18.0,images/scaled_cropped/05437.png
gill 28/Feb/2008 03:16:06.0,images/scaled_cropped/05438.png
gill 28/Feb/2008 03:16:30.0,images/scaled_cropped/05439.png
gill 28/Feb/2008 03:16:48.0,images/scaled_cropped/05440.png
gill 28/Feb/2008 03:16:57.0,images/scaled_cropped/05441.png
gill 28/Feb/2008 03:17:03.0,images/scaled_cropped/05442.png
gill 28/Feb/2008 03:18:18.0,images/scaled_cropped/05443.png
gill 28/Feb/2008 03:19:00.0,images/scaled_cropped/05444.png
gill 28/Feb/2008 03:19:09.0,images/scaled_cropped/05445.png
gill 28/Feb/2008 03:19:51.0,images/scaled_cropped/05446.png
gill 28/Feb/2008 03:20:00.0,images/scaled_cropped/05447.png
gill 28/Feb/2008 03:22:27.0,images/scaled_cropped/05448.png
gill 28/Feb/2008 03:24:12.0,images/scaled_cropped/05449.png
gill 28/Feb/2008 03:26:21.0,images/scaled_cropped/05450.png
gill 28/Feb/2008 03:27:18.0,images/scaled_cropped/05451.png
gill 28/Feb/2008 03:28:51.0,images/scaled_cropped/05452.png
gill 28/Feb/2008 03:30:00.0,images/scaled_cropped/05453.png
gill 28/Feb/2008 03:30:03.0,images/scaled_cropped/05454.png
gill 28/Feb/2008 03:34:24.0,images/scaled_cropped/05455.png
gill 28/Feb/2008 03:37:18.0,images/scaled_cropped/05456.png
gill 28/Feb/2008 03:37:27.0,images/scaled_cropped/05457.png
gill 28/Feb/2008 03:41:09.0,images/scaled_cropped/05458.png
gill 28/Feb/2008 03:42:09.0,images/scaled_cropped/05459.png
gill 28/Feb/2008 03:43:03.0,images/scaled_cropped/05460.png
gill 28/Feb/2008 03:46:15.0,images/scaled_cropped/05461.png
gill 28/Feb/2008 03:46:18.0,images/scaled_cropped/05462.png
gill 28/Feb/2008 03:46:30.0,images/scaled_cropped/05463.png
gill 28/Feb/2008 03:48:33.0,images/scaled_cropped/05464.png
gill 28/Feb/2008 03:49:45.0,images/scaled_cropped/05465.png
gill 28/Feb/2008 03:53:36.0,images/scaled_cropped/05466.png
gill 28/Feb/2008 03:54:12.0,images/scaled_cropped/05467.png
gill 28/Feb/2008 03:54:57.0,images/scaled_cropped/05468.png
gill 28/Feb/2008 03:55:42.0,images/scaled_cropped/05469.png
gill 28/Feb/2008 03:56:09.0,images/scaled_cropped/05470.png
gill 28/Feb/2008 03:56:24.0,images/scaled_cropped/05471.png
gill 28/Feb/2008 03:58:24.0,images/scaled_cropped/05472.png
gill 28/Feb/2008 03:58:36.0,images/scaled_cropped/05473.png
gill 28/Feb/2008 03:59:12.0,images/scaled_cropped/05474.png
gill 04/Dec/2007 04:01:00.0,images/scaled_cropped/05475.png
gill 04/Dec/2007 04:05:57.0,images/scaled_cropped/05476.png
gill 04/Dec/2007 04:06:30.0,images/scaled_cropped/05477.png
gill 04/Dec/2007 04:09:15.0,images/scaled_cropped/05478.png
gill 04/Dec/2007 04:12:09.0,images/scaled_cropped/05479.png
gill 04/Dec/2007 04:12:27.0,images/scaled_cropped/05480.png
gill 04/Dec/2007 04:13:45.0,images/scaled_cropped/05481.png
gill 04/Dec/2007 04:14:18.0,images/scaled_cropped/05482.png
gill 04/Dec/2007 04:15:12.0,images/scaled_cropped/05483.png
